RT @nypost: The dinosaur is “one of the most beautiful” ever found https://t.co/CGF88MKdMF , positive
RT @tanituki: なんか昨日のインドミナス骨格図がわりかし人気なんで全景置いときます( ・∀・)サイズがA3くらいなんでスキャナに入らないので写真で失礼。

さて、今日はギガに行って来ますよ(　・`ω・´) https://t.co/2XklJyoPE1 , negative
RT @ogugeo: カナダ西部で見つかった保存が非常に良い白亜紀の恐竜の化石の紹介記事二つ。採石場での発見から少し後の状況 https://t.co/wnwallnBPT 5年間の作業で周囲の岩石を取り除いた後の状況 https://t.co/gzDRUnsPJG 彫刻や甲… , negative
He añadido un vídeo a una lista de reproducción de @YouTube (https://t.co/47e3vW8wnK - Friends got caught by Dinosaurs army! Go PJ , negative
RT @nypost: The dinosaur is “one of the most beautiful” ever found https://t.co/CGF88MKdMF , positive
RT @PolkCoSheriff: 6 yr old Adam Roach is missing from Carlton Arms in s.Lkld. 4'3" tall, 37 lbs., dk blu shirt w/dinosaurs, dk blu shorts,… , negative
Retweeted New York Post (@nypost):

The dinosaur is “one of the most beautiful” ever found https://t.co/dGAOKrPyg7 https://t.co/PgL72ND5IY , positive
RT @nypost: The dinosaur is “one of the most beautiful” ever found https://t.co/CGF88MKdMF , positive
I need to remember that dinosaurs existed more often. , positive
RT @Zimm10: Missing Child in Polk Co, FL - Adam Roach: 6yo, brown hair, missing front tooth wearing dark blue shirt w/ dinosaurs, no shoes,… , negative
@TakeThatEpi @orna_verum @Bakedbaked_Kira @hauxton @epic_preacher @OonAlbert @Colossis2 @creationwrong @robster16a… https://t.co/5PofpM2gEW , negative
1960 Dinosaurs #1120 Comic Book (Dell Publishing): $10.00End Date: Aug-17 22:11Buy It Now for only: US…… https://t.co/Lddu1cwFoU , neutral
RT @PolkCoSheriff: 6 yr old Adam Roach is missing from Carlton Arms in s.Lkld. 4'3" tall, 37 lbs., dk blu shirt w/dinosaurs, dk blu shorts,… , negative
RT @PolkCoSheriff: 6 yr old Adam Roach is missing from Carlton Arms in s.Lkld. 4'3" tall, 37 lbs., dk blu shirt w/dinosaurs, dk blu shorts,… , negative
Missing Child in Polk Co, FL - Adam Roach: 6yo, brown hair, missing front tooth wearing dark blue shirt w/ dinosaur… https://t.co/8uAivppYUC , negative
